Unique_Investment_Identifier,Business_Case_ID,Agency_Name,Investment_Title,Project_ID,Project_Name,Project_Description,Start_Date,Completion_Date_(B1),Planned_Project_Completion_Date_(B2),Projected/Actual_Project_Completion_Date_(B2),Lifecycle_Cost,Schedule_Variance_(in_days),Schedule_Variance_percentage,Cost_Variance_($M),Cost_Variance_percentage,Planned_Cost_($M),Projected/Actual_Cost_($M),Updated_Date,Updated_Time
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2615,Hurburt Field Network Infrastructure upgrade.,,,,,,,-275,-51.12,0,0,0.849,0.849,26/10/2011,08:57:05
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2616,Creech AFB network infrastructure upgrade.,,,,,,,0,0,0,0,5.961,5.961,26/10/2011,08:57:05
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2617,Mountain Home AFB network infrastructure upgrade.,,,,,,,0,0,0,0,9.104,9.104,26/10/2011,08:57:05
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2618,Randolph AFB network infrastructure upgrade.,,,,,,,0,0,0,0,6.183,6.183,26/10/2011,08:57:05
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2619,Vance AFB network infrastructure upgrade.,,,,,,,0,0,0,0,5.126,5.126,26/10/2011,08:57:05
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2620,Columbus AFB network infrastructure upgrade.,,,,,,,0,0,0,0,5.322,5.322,26/10/2011,08:57:05
007-000001017,906,Department of Defence(7),Information Transport System Increment 1,2621,Thule AB network infrastructure upgrade.,,,,,,,0,0,0,0,2.188,2.188,26/10/2011,08:57:05
007-000001078,909,Department of Defence(7),Air Force Intranet Increment 2,2625,Base Boundary Security Enhancement (BBSE),,,,,,,0,0,0,0,27,27,26/10/2011,08:57:08
007-000001078,909,Department of Defence(7),Air Force Intranet Increment 2,2626,Maintain existing gateways,,,,,,,0,0,0,0,33.1,33.1,26/10/2011,08:57:08
007-000001104,910,Department of Defence(7),Base Information Infrastructure,2630,Renew all mission essential software licenses and support agreements.,,,,,,,0,0,0,0,32.3,32.3,26/10/2011,09:10:18
007-000001104,910,Department of Defence(7),Base Information Infrastructure,2631,Renew all mission essential hardware support contracts.,,,,,,,0,0,0,0,53.4,53.4,26/10/2011,09:10:18
007-000001104,910,Department of Defence(7),Base Information Infrastructure,2632,"Update or replace obsolete, unsecure network infrastructure components.",,,,,,,0,0,0,0,16.528,16.528,26/10/2011,09:10:18
007-000001152,911,Department of Defence(7),Voice Switching System,2633,Telephony Management System software license support,,,,,,,0,0,0,0,3.047,3.047,26/10/2011,09:10:19
007-000001152,911,Department of Defence(7),Voice Switching System,2634,Voice Protection System (VPS) software license support.,,,,,,,0,0,0,0,2.302,2.302,26/10/2011,09:10:19
007-000001152,911,Department of Defence(7),Voice Switching System,2635,Upgrade Defense Red Switch Network.,,,,,,,-1157,-224.22,0,0,8.416,8.416,26/10/2011,09:10:19
007-000001179,912,Department of Defence(7),Integrated Strategic Planning and Analysis Network - Increment 2,2636,Increment 2 Spiral 1 Software Development,,,,,,,-213,-49.88,0,0,9.187,9.187,26/10/2011,09:10:19
007-000001179,912,Department of Defence(7),Integrated Strategic Planning and Analysis Network - Increment 2,2637,Increment 2 Spiral 2 Software Development,,,,,,,0,0,0,0,8.45,8.45,26/10/2011,09:10:19
007-000001179,912,Department of Defence(7),Integrated Strategic Planning and Analysis Network - Increment 2,2638,ISPAN Increment 2 Program Management Support,,,,,,,0,0,0.871,11.63,7.491,6.62,15/03/2012,12:31:59
007-000001179,912,Department of Defence(7),Integrated Strategic Planning and Analysis Network - Increment 2,2639,Increment 2 Hardware and Software to support Alternate Site requirement,,,,,,,0,0,0,0,4.536,4.536,26/10/2011,09:10:20
007-000001179,912,Department of Defence(7),Integrated Strategic Planning and Analysis Network - Increment 2,2640,ISPAN Increment 2 Post IOC Enhancements,,,,,,,0,0,0,0,10.369,10.369,26/10/2011,09:10:20
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2641,"MAF Modernizations: Special Mission ACC Platforms (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0) - Software Development, Maintenance, and Fielding",,,,,,,0,0,0,0,6.739,6.739,26/10/2011,09:10:20
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2642,"Software Maintenance of Modernized  MAF Special Mission ACC (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0)",,,,,,,0,0,0,0,0.602,0.602,26/10/2011,09:10:20
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2643,"JPADS-MP Software Development, CAT v3.0 & v3.1",,,,,,,0,0,0,0,7.68,7.68,26/10/2011,09:10:20
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2644,"CAF Modernizations (B-1, F-15, F-16, F-22) - SW Development, Maintenance, and Fielding",,,,,,,0,0,0,0,22.376,22.376,26/10/2011,09:10:20
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2645,Increment IV; A-10 Ste 7 MPE SW Development and Fielding,,,,,,,-111,-13.36,0,0,2.179,2.179,26/10/2011,09:10:20
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2646,Increment IV; F-22 Rel 12 SW Development and Fielding,,,,,,,0,0,0,0,2.262,2.262,26/10/2011,09:10:21
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2647,Increment IV; Representative Platform (E-8) - SW Development and Fielding,,,,,,,-152,-55.27,0,0,5.734,5.734,26/10/2011,09:10:21
007-000001184,913,Department of Defence(7),Mission Planning System Increment 4,2648,Sustainment of Platform MPEs,,,,,,,0,0,0,0,10.363,10.363,26/10/2011,09:10:21
007-000001550,914,Department of Defence(7),Integrated Strategic Planning and Analysis Network - Increment 3,2655,ISPAN Collaborative Information Environment Increment 3 Milestone B decision,,,,,,,0,0,0,0,1.2,1.2,26/10/2011,09:10:24
007-000003947,915,Department of Defence(7),Air Force-Integrated Personnel and Pay System (AF-IPPS),2686,Increment 1,,,,,,,0,0,0,0,698.043,698.043,26/07/2012,11:53:33
007-000001042,917,Department of Defence(7),Defense Occupational and Environmental Health Readiness System - Industrial Hygiene,2622,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene (DOEHRS-IH) Modernizations/Enhancements,,,,,,,0,0,0,0,15.812,15.812,05/04/2012,07:26:21
007-000001243,918,Department of Defence(7),Teleport Generation 1/2,2652,Technology Refreshment (Tech Refresh),,,,,,,0,0,0,0,8.567,8.567,30/01/2012,13:41:18
007-000001248,919,Department of Defence(7),Teleport Generation 3,2653,Phase 1 AEHF XDR,,,,,,,0,0,0,0,5.948,5.948,07/03/2012,07:27:23
007-000001791,921,Department of Defence(7),Energy Convergence,2799,Release 1.0,,,,,,,0,0,0,0,3.888,3.888,15/03/2012,12:32:00
007-000001791,921,Department of Defence(7),Energy Convergence,2800,Release 2.0,,,,,,,0,0,0,0,33.574,33.574,31/10/2011,07:48:18
007-000001099,922,Department of Defence(7),Air Force Intranet Increment 3,2627,Air Force Network consolidation.,,,,,,,0,0,0,0,17.6,17.6,26/10/2011,08:57:08
007-000003945,923,Department of Defence(7),JSpOC Mission System,2803,Deliver Increment 1,,,,,,,0,0,0,0,30,30,31/10/2011,09:06:05
007-000003945,923,Department of Defence(7),JSpOC Mission System,2804,Deliver Increment 2,,,,,,,0,0,0,0,15,15,31/10/2011,09:06:05
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,2689,Electronic Health Record (EHR) Way Ahead is a proposed Major Automated Information System program. Joint DoD/VA project. AoA decision pending. This project is for Initial Planning activities.,,,,,,,0,0,0,0,21.932,21.932,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,2690,Infrastructure for EHRWA (Initial Support),,,,,,,0,0,0,0,12.645,12.645,14/03/2012,10:55:42
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,2691,Infrastructure for EHRWA (Follow on Support),,,,,,,0,0,0,0,2.945,2.945,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,3137,iEHR Prime Mission Product,,,,,,,0,0,0,0,98.81,98.81,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,3139,iEHR System Engineering,,,,,,,0,0,0,0,16.792,16.792,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,3141,iEHR Program Management,,,,,,,0,0,0,0,33.249,33.249,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,3143,iEHR System Test and Evaluation,,,,,,,0,0,0,0,7.982,7.982,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,3145,iEHR Operational/Site Activation,,,,,,,0,0,0,0,5.542,5.542,22/05/2012,12:30:35
007-000004122,924,Department of Defence(7),Electronic Health Record Way Ahead,3147,Operations and Sustainment,,,,,,,0,0,0,0,2.862,2.862,22/05/2012,12:30:35
007-000000688,1114,Department of Defence(7),DISTRIBUTED LEARNING SYSTEM,2599,The Distributed Learning System (DLS) Deployed Digital Training Campus (DDTC),,,,,,,0,0,0,0,7.876,7.876,19/01/2012,07:47:34
007-000001640,1115,Department of Defence(7),RESERVE COMPONENT AUTOMATION SYSTEM,2657,Reserve Component Automation System (RCAS) Infrastructure Refresh.,,,,,,,0,0,0,0,41.248,41.248,09/01/2012,09:49:07
007-000001640,1115,Department of Defence(7),RESERVE COMPONENT AUTOMATION SYSTEM,2658,Reserve Component Automation System (RCAS) Lifecycle Software Sustainment.,,,,,,,0,0,0,0,41.487,41.487,07/03/2012,07:25:00
007-000001667,1116,Department of Defence(7),Integrated Data Environment/Global Transportation Network Convergence,2659,Transportation Tracking Number (TTN),,,,,,,0,0,0,0,1.35,1.35,26/10/2011,09:10:25
007-000005090,1118,Department of Defence(7),DLA Enterprise Business System,2693,DLA Enterprise Business System,,,,,,,0,0,0,0,11.541,11.541,30/01/2012,13:41:19
007-000006040,1119,Department of Defence(7),ARMY ACCESSIONS - INTEGRATED AUTOMATION ARCHITECTURE,2694,FY 12 tech refresh,,,,,,,0,0,0,0,7.641,7.641,30/01/2012,13:41:19
007-000006430,1120,Department of Defence(7),KNOWLEDGE MANAGEMENT,2708,AKO Technology Replacement,,,,,,,0,0,0,0,12.689,12.689,26/10/2011,09:10:51
007-000001372,1122,Department of Defence(7),NAVY TACTICAL COMMAND SUPPORT SYSTEM,2654,Naval Tactical Command Support System (NTCSS),,,,,,,0,0,0,0,39.029,39.029,26/07/2012,12:00:13
007-000001699,1123,Department of Defence(7),SHIPBOARD MANAGEMENT INFORMATION SYSTEM,2660,SMIS FY12 Technology Refresh and Deployment,,,,,,,0,0,0,0,4.9,4.9,11/01/2012,08:35:34
007-000001699,1123,Department of Defence(7),SHIPBOARD MANAGEMENT INFORMATION SYSTEM,2661,Entered in error,,,,,,,28,8.43,4,100,4,0,23/02/2012,10:08:24
007-000000573,1124,Department of Defence(7),DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2628,Secure Hash Algorithm (SHA) 256 Infrastructure Upgrade,,,,,,,0,0,3.404,100,3.404,0,26/10/2011,09:01:27
007-000000573,1124,Department of Defence(7),DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2629,DoD Demilitarized Zone Extension,,,,,,,0,0,0,0,0.6,0.6,26/10/2011,09:01:27
007-000001191,1126,Department of Defence(7),MEPCOM Integrated Resource System,2728,Technology refresh for FY12,,,,,,,-60,-14.08,3.462,15.59,22.204,18.742,29/02/2012,09:10:31
007-000001191,1126,Department of Defence(7),MEPCOM Integrated Resource System,2729,Technology refresh for FY13,,,,,,,0,0,0,0,0.35,0.35,29/02/2012,09:10:31
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2206,Electronic Document Exchange,,,,,,,-10,-1.49,-0.003,-0.68,0.441,0.444,23/07/2012,09:40:58
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2207,Passport Denial Online Enhancements,,,,,,,0,0,0.001,2.38,0.042,0.041,26/04/2012,10:50:52
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2208,Debt Inquiry Enhancements,,,,,,,0,0,0.002,1.82,0.11,0.108,26/04/2012,10:50:52
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2209,E-Employer Search With NDNH,,,,,,,0,0,-0.001,-0.39,0.258,0.259,23/07/2012,09:40:58
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2210,IRG Interface for OCSE Web Redesign,,,,,,,-15,-4.82,-0.027,-8.63,0.313,0.34,23/07/2012,09:40:58
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2211,NDNH Employer Address to Relational Database,,,,,,,-49,-11.06,0.028,8.43,0.332,0.304,23/07/2012,09:40:58
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2212,DoD Entitlements Interface,,,,,,,17,7.52,-0.001,-0.32,0.315,0.316,26/04/2012,10:50:52
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2213,MICRS Release 12.01,,,,,,,-4,-2.12,-0.001,-0.33,0.3,0.301,22/05/2012,08:09:34
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2214,Move NDNH to Relational Database,,,,,,,0,0,-0.123,-24.65,0.499,0.622,23/07/2012,09:40:58
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2217,FSF Portal PIV Card Implementation,,,,,,,0,0,0,0,0.177,0.177,26/04/2012,10:50:52
009-000001422,184,Department of Health and Human Services(9),ACF Expanded Federal Parent Locator Service (OCSE),2218,Debt Inquiry Development,,,,,,,25,11.52,0.001,0.29,0.343,0.342,26/04/2012,10:50:52
009-000001462,186,Department of Health and Human Services(9),ACF GrantSolutions.gov / Grants Administration Tracking Evaluation System (GATES) - Grants Center of Excellence,2021,Mandatory Capabilities,,,,,,,0,0,0.025,1,2.505,2.48,23/07/2012,09:40:58
009-000001386,257,Department of Health and Human Services(9),CDC OID NCIRD Vaccine Tracking System (VTrckS),2012,VTrckS - Release 2,,,,,,,0,0,0.136,2.25,6.05,5.914,28/06/2012,07:58:56
009-000001386,257,Department of Health and Human Services(9),CDC OID NCIRD Vaccine Tracking System (VTrckS),2013,VTrckS - Functional Deployments,,,,,,,0,0,2.362,25.68,9.199,6.837,23/07/2012,09:40:56
009-000001384,260,Department of Health and Human Services(9),CDC National Select Agent Registry (NSAR),2010,NSAR - Release 6.0,,,,,,,-14,-2.78,-0.616,-15.77,3.905,4.521,23/07/2012,09:40:55
009-000001384,260,Department of Health and Human Services(9),CDC National Select Agent Registry (NSAR),2011,eNSAR,,,,,,,0,0,0,0,4.237,4.237,26/04/2012,10:50:50
009-000001372,261,Department of Health and Human Services(9),CDC PHIN: BioSense,2004,BioSense - Redesign,,,,,,,0,0,-0.473,-3.58,13.204,13.677,23/07/2012,09:40:55
009-000001378,262,Department of Health and Human Services(9),CDC PHIN: National Electronic Disease Surveillance System,2005,NEDSS - Core National Notifiable Diseases Data Provisioning to CDC Programs,,,,,,,0,0,-0.355,-14.79,2.4,2.755,26/07/2012,10:07:44
009-000001378,262,Department of Health and Human Services(9),CDC PHIN: National Electronic Disease Surveillance System,2006,NEDSS - Base System Development,,,,,,,20,4.98,0.172,10.85,1.585,1.413,26/07/2012,10:07:44
009-000163785,263,Department of Health and Human Services(9),CMS 5010 Conversion Initiative,2046,5010 Coversion Project Implement Systems Updates,,,,,,,0,0,-0.148,-0.84,17.594,17.742,23/07/2012,09:41:13
009-000006796,273,Department of Health and Human Services(9),CMS Encounter Data,2045,833,,,,,,45.43,0,0,-0.678,-1.49,45.43,46.108,23/07/2012,09:41:12
009-000001465,274,Department of Health and Human Services(9),CMS Health Care Quality Improvement System (QIES),2022,250,,,,,,1,13,8.28,0.02,2,1,0.98,26/04/2012,10:50:53
009-000001465,274,Department of Health and Human Services(9),CMS Health Care Quality Improvement System (QIES),2023,461,,,,,,0.65,0,0,-0.095,-14.62,0.65,0.745,26/07/2012,10:08:04
009-000001465,274,Department of Health and Human Services(9),CMS Health Care Quality Improvement System (QIES),2024,QIES CLIA Batch Billing,,,,,,,0,0,0.886,35.44,2.5,1.614,26/07/2012,10:08:04
009-000001468,275,Department of Health and Human Services(9),CMS Healthcare Integrated General Ledger Accounting System (HIGLAS),2025,HIGLAS Administrative Program Accounting,,,,,,,-153,-36.08,-0.45,-2.65,16.983,17.433,23/07/2012,09:40:59
009-000001468,275,Department of Health and Human Services(9),CMS Healthcare Integrated General Ledger Accounting System (HIGLAS),2026,HIGLAS Project Management Support,,,,,,,0,0,0,0,6,6,26/04/2012,10:50:54
009-000001468,275,Department of Health and Human Services(9),CMS Healthcare Integrated General Ledger Accounting System (HIGLAS),2027,HIGLAS MAC Transitions,,,,,,,-70,-19.28,0.408,5.56,7.335,6.927,23/07/2012,09:40:59
009-000001468,275,Department of Health and Human Services(9),CMS Healthcare Integrated General Ledger Accounting System (HIGLAS),2028,HIGLAS Project Management Support 2,,,,,,,0,0,0,0,4,4,23/07/2012,09:40:59
009-000201062,276,Department of Health and Human Services(9),CMS Healthcare Quality End Stage Renal Disease (ESRD) Systems,2181,ESRD CrownWeb,,,,,,,0,0,-0.35,-4.01,8.73,9.08,23/07/2012,09:41:13
009-000201062,276,Department of Health and Human Services(9),CMS Healthcare Quality End Stage Renal Disease (ESRD) Systems,2182,ESRD QIP-DECC,,,,,,,0,0,-0.299,-1.48,20.164,20.463,23/07/2012,09:41:13
009-000004417,277,Department of Health and Human Services(9),CMS ICD-10 Initiative,2147,ICD-10 Implement System Updates,,,,,,,0,0,12.992,30.89,42.053,29.061,23/07/2012,09:41:04
009-000001472,279,Department of Health and Human Services(9),CMS Integrated Data Repository (IDR),2128,IDR Support Services,,,,,,,0,0,-3.945,-52.21,7.556,11.501,23/07/2012,09:41:00
009-000004611,281,Department of Health and Human Services(9),CMS Interoperability & Standardization - Provider Enrollment (PECOS),2029,PECOS FY 2012 3rd Quarter Release,,,,,,,-32,-16.41,-0.064,-2.66,2.41,2.474,23/07/2012,09:41:05
009-000004611,281,Department of Health and Human Services(9),CMS Interoperability & Standardization - Provider Enrollment (PECOS),2030,PECOS FY 2012 1st Quarter Release,,,,,,,-14,-7.14,0.341,12.91,2.641,2.3,26/04/2012,10:50:57
009-000004611,281,Department of Health and Human Services(9),CMS Interoperability & Standardization - Provider Enrollment (PECOS),2031,PECOS FY 2012 2nd Quarter Release,,,,,,,0,0,0.251,9.37,2.678,2.427,28/06/2012,07:59:09
009-000004611,281,Department of Health and Human Services(9),CMS Interoperability & Standardization - Provider Enrollment (PECOS),2032,PECOS FY 2012 4th Quarter Release,,,,,,,0,0,-1.311,-55.34,2.369,3.68,23/07/2012,09:41:05
009-000004611,281,Department of Health and Human Services(9),CMS Interoperability & Standardization - Provider Enrollment (PECOS),2033,PECOS FY 2011 4th Quarter Release,,,,,,,4,2.33,0.024,1,2.412,2.388,26/04/2012,10:50:57
009-000004611,281,Department of Health and Human Services(9),CMS Interoperability & Standardization - Provider Enrollment (PECOS),2034,PECOS FY 2013 1st Quarter Release,,,,,,,0,0,0,0,2.891,2.891,26/04/2012,10:50:57
009-000000714,284,Department of Health and Human Services(9),CMS Medicaid Data Systems,1997,MSIS Redesign,,,,,,,0,0,-2.722,-22.41,12.144,14.866,26/04/2012,10:50:48
009-000002454,285,Department of Health and Human Services(9),CMS Medicare Appeals System (MAS),2131,MAS 508 Conformance Phase 1,,,,,,,0,0,0,0,0.491,0.491,22/05/2012,08:10:10
009-000002454,285,Department of Health and Human Services(9),CMS Medicare Appeals System (MAS),2132,MAS Level 3 Task Based User Interface Phase 1,,,,,,,123,25.1,0.002,1.04,0.193,0.191,26/04/2012,10:51:12
009-000002454,285,Department of Health and Human Services(9),CMS Medicare Appeals System (MAS),2133,MAS 508 Conformance Phase 2,,,,,,,-78,-23.01,0.096,14.5,0.662,0.566,22/05/2012,08:10:10
009-000002454,285,Department of Health and Human Services(9),CMS Medicare Appeals System (MAS),2134,MAS Level 3 Task Based User Interface Phase 2,,,,,,,0,0,-0.204,-18.65,1.094,1.298,23/07/2012,09:41:01
